1	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1832.541#1832.978
2	ïðîöåññå	ïðîöåññ	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1832.978#1833.415
3	ýì	ýì	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1833.415#1833.852
4	áîëåçíè	áîëåçíü	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1834.289#1834.726
5	âûçäîðîâëåíèÿ	âûçäîðîâëåíèå	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1834.726#1835.163
6	Âåðçèëîâà	Âåðçèëîâ	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1835.6#1836.041
7	ìíîãèå	ìíîãî	NUM	_	_	_	_	_	@juad1986m-word#@juad1986m#1836.217#1836.512
8	âïåðâûå	âïåðâûå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1836.512#1836.807
9	óçíàëè	óçíàòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1836.807#1837.102
10	÷òî	÷òî	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1837.102#1837.397
11	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1837.397#1837.692
12	óæå	óæå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1837.692#1837.987
13	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#1837.987#1838.282
14	âìåñòå	âìåñòå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1838.282#1838.579
15	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1838.723#1838.954
16	êàêèõ	êàêîé	DET	_	Case=Gen|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1838.954#1839.185
17	ïîð	ïîðà	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1839.185#1839.416
18	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1839.416#1839.647
19	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#1839.647#1839.878
20	âìåñòå	âìåñòå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1839.878#1840.109
21	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1840.109#1840.34
22	ïî÷åìó	ïî÷åìó	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1843.724#1844.168
23	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1844.168#1844.612
24	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1877.949#1878.321
25	áîëåçíåííîå	áîëåçíåííûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1878.321#1878.693
26	ðàññòàâàíèå	ðàññòàâàíèå	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1878.693#1879.065
27	áûëî	áûòü	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1879.065#1879.437
28	ñî	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1879.809#1880.181
29	ñêàíäàëàìè	ñêàíäàë	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1880.181#1880.553
30	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1880.925#1881.297
31	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1881.297#1881.673
32	åãî	åãî	DET	_	_	_	_	_	@juad1986m-word#@juad1986m#1911.833#1912.18
33	íîâàÿ	íîâûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1912.18#1912.527
34	äåâóøêà	äåâóøêà	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1912.527#1912.874
35	ììì	ìì	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1913.221#1913.568
36	êîòîðàÿ	êîòîðûé	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#1913.568#1913.915
37	âûáåãàëà	âûáåãàòü	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1913.915#1914.262
38	íà	íà	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1914.262#1914.609
39	ïîëå	ïîëå	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1914.609#1914.956
40	âìåñòå	âìåñòå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1914.956#1915.303
41	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1915.303#1915.65
42	íèì	îí	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#1915.65#1915.999
43	ààà	àà	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1916.237#1916.547
44	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1916.547#1916.857
45	âïåðâûå	âïåðâûå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1916.857#1917.167
46	óâèäåëèñü	óâèäåòüñÿ	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#1917.167#1917.477
47	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1917.477#1917.787
48	Áåðëèíå	Áåðëèí	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1917.787#1918.097
49	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1918.097#1918.412
50	êàê	êàê	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1920.278#1920.522
51	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1920.522#1920.766
52	ýòà	ýòîò	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1920.766#1921.01
53	âñòðå÷à	âñòðå÷à	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1921.01#1921.254
54	øëà	èäòè	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1921.254#1921.498
55	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1921.498#1921.742
56	âîîáùå	âîîáùå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1922.451#1922.693
57	áåç	áåç	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1922.693#1922.935
58	ýìîöèé	ýìîöèÿ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#1922.935#1923.177
59	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1923.177#1923.419
60	íó	íó	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1923.661#1923.903
61	òî	òî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1923.903#1924.145
62	åñòü	áûòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1924.145#1924.387
63	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1924.629#1924.871
64	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1924.871#1925.113
65	òåáå	òû	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1925.113#1925.355
66	êàêàÿ-òî	êàêîé-òî	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1925.355#1925.597
67	æåíñêàÿ	æåíñêèé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1925.597#1925.839
68	ðåâíîñòü	ðåâíîñòü	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1925.839#1926.081
69	èëè	èëè	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1926.081#1926.323
70	÷òî-òî	÷òî-òî	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#1926.323#1926.565
71	åùå	åùå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1926.807#1927.049
72	ëþáîïûòñòâî	ëþáîïûòñòâî	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1927.291#1927.533
73	÷òî-òî	÷òî-òî	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#1927.775#1928.017
74	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1928.017#1928.259
75	òåáå	òû	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1928.259#1928.501
76	èãðàëî	èãðàòü	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1928.501#1928.743
77	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1928.743#1929.0
78	à	à	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1935.935#1936.649
79	ãäå	ãäå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#1985.013#1985.267
80	æèâ¸ò	æèòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1985.267#1985.521
81	âàøà	âàø	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1985.521#1985.775
82	äî÷ü	äî÷ü	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1985.775#1986.029
83	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1986.029#1986.285
84	à	à	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1988.181#1988.431
85	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1988.431#1988.681
86	êåì	êòî	PRON	_	Case=Ins	_	_	_	@juad1986m-word#@juad1986m#1988.681#1988.931
87	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1988.931#1989.181
88	ÿ	ÿ	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#1989.363#1989.645
89	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#1989.645#1989.927
90	àäðåñ	àäðåñ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1989.927#1990.209
91	õîòåë	õîòåòü	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1990.209#1990.491
92	óçíàòü	óçíàòü	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1990.491#1990.773
93	[íðçá]	[íðçá]	X	_	_	_	_	_	@juad1986m-word#@juad1986m#1990.773#1991.055
94	ààà	àà	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1991.337#1991.623
95	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1991.766#1992.064
96	êåì	êòî	PRON	_	Case=Ins	_	_	_	@juad1986m-word#@juad1986m#1992.064#1992.362
97	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1992.362#1992.662
98	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1995.233#1995.417
99	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1995.417#1995.601
100	òîáîé	òû	PRON	_	Case=Ins|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1995.601#1995.785
101	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#1995.785#1995.971
102	òî	òî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1996.695#1996.948
103	åñòü	áûòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#1996.948#1997.201
104	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#1997.201#1997.454
105	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#1997.454#1997.707
106	êàæäûé	êàæäûé	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1997.707#1997.96
107	äåíü	äåíü	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#1997.96#1998.213
108	âèäèòåñü	âèäèòüñÿ	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#1998.213#1998.466
109	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#1998.719#1998.974
110	åé	îíà	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2004.688#2004.869
111	äåñÿòü	äåñÿòü	NUM	_	Case=Acc	_	_	_	@juad1986m-word#@juad1986m#2004.869#2005.05
112	ëåò	ãîä	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2005.05#2005.231
113	ñåé÷àñ	ñåé÷àñ	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2005.231#2005.412
114	äà	äà	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2005.593#2005.774
115	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2005.774#2005.956
116	ó	ó	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2007.275#2007.448
117	íåå	îíà	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2007.448#2007.621
118	óæå	óæå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2007.621#2007.794
119	åñòü	áûòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2007.794#2007.967
120	ñìàðòôîí	ñìàðòôîí	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2007.967#2008.14
121	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2008.14#2008.318
122	îíà	îíà	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2010.217#2010.668
123	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2010.668#2011.119
124	êóðñå	êóðñ	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2011.119#2011.57
125	àêöèè	àêöèÿ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2011.57#2012.021
126	åáèñü	åáàòüñÿ	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2012.021#2012.472
127	çà	çà	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2012.472#2012.923
128	íàñëåäíèêà	íàñëåäíèê	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2012.923#2013.374
129	ìåäâåæîíêà	ìåäâåæîíêà	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2013.374#2013.825
130	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2013.825#2014.283
131	êîãäà	êîãäà	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2015.663#2015.905
132	îíà	îíà	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2015.905#2016.147
133	ì	ìì	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2016.147#2016.389
134	î	î	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2016.389#2016.631
135	íåé	îíà	PRON	_	Case=Loc|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2016.631#2016.873
136	óçíàëà	óçíàòü	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2016.873#2017.115
137	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2017.115#2017.362
138	ñìîòðè	ñìîòðåòü	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2038.354#2039.088
139	ýýý	ýýý	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2039.185#2039.596
140	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2039.596#2040.007
141	àêöèè	àêöèÿ	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2040.007#2040.418
142	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2040.418#2040.829
143	òèìèðÿçåâñêîì	òèìèðÿçåâñêèé	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2040.829#2041.24
144	ìóçåå	ìóçåé	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2041.24#2041.651
145	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2042.062#2042.473
146	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2042.473#2042.884
147	êàê	êàê	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2042.884#2043.295
148	ðàç	ðàç	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2043.295#2043.706
149	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2043.706#2044.117
150	2008	2008	NUM	_	_	_	_	_	@juad1986m-word#@juad1986m#2044.117#2044.528
151	ãîäà	ãîä	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2044.528#2044.939
152	ìåíÿ	ÿ	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2044.939#2045.35
153	èíòåðåñóåò	èíòåðåñîâàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2045.35#2045.761
154	ýòîò	ýòîò	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2045.761#2046.172
155	âîïðîñ	âîïðîñ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2046.172#2046.597
156	îíà	îíà	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2046.902#2047.381
157	ñìåõ	ñìåõ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2047.86#2048.339
158	ý	ý	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2048.818#2049.297
159	îíà	îíà	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2049.297#2049.776
160	ÿðêàÿ	ÿðêèé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2049.776#2050.256
161	äèêàÿ	äèêèé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2050.646#2051.787
162	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2052.141#2052.637
163	ê	ê	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2053.177#2053.74
164	ñîæàëåíèþ	ñîæàëåíèå	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2053.74#2054.303
165	ïðîðî÷åñêàÿ	ïðîðî÷åñêèé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2054.303#2054.867
166	ààà	àà	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2055.12#2055.393
167	âîò	âîò	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2055.393#2055.666
168	ëó÷...	ëó÷	X	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2055.666#2055.939
169	ëó÷øå	õîðîøèé	ADV	_	Degree=Cmp	_	_	_	@juad1986m-word#@juad1986m#2055.939#2056.212
170	áû	áû	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2056.212#2056.485
171	òàê	òàê	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2056.485#2056.758
172	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2056.758#2057.031
173	áûëî	áûòü	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2057.031#2057.304
174	íó	íó	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2057.304#2057.577
175	ñëóøàé	ñëóøàòü	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2057.85#2058.123
176	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2058.123#2058.396
177	2008	2008	NUM	_	_	_	_	_	@juad1986m-word#@juad1986m#2058.396#2058.669
178	ãîäó	ãîä	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2058.669#2058.942
179	ÿ	ÿ	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2058.942#2059.215
180	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2059.215#2059.488
181	ïîíèìàë	ïîíèìàòü	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2059.488#2059.761
182	ïî÷åìó	ïî÷åìó	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2059.761#2060.034
183	òàê	òàê	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2060.034#2060.307
184	ïðîèñõîäèò	ïðîèñõîäèòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2060.307#2060.58
185	÷òî	÷òî	PRON	_	Case=Acc	_	_	_	@juad1986m-word#@juad1986m#2060.853#2061.126
186	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2061.126#2061.399
187	õîòèòå	õîòåòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2061.399#2061.672
188	äîêàçàòü	äîêàçàòü	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2061.672#2061.948
