1	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#1832.541#1832.978
189	íî	íî	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2062.051#2062.362
190	ïðèõîäèò	ïðèõîäèòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2062.362#2062.673
191	íîâûé	íîâûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2062.673#2062.984
192	ïðåçèäåíò	ïðåçèäåíò	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2062.984#2063.295
193	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2063.606#2063.917
194	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2064.228#2064.539
195	÷åãî	÷òî	PRON	_	Case=Gen	_	_	_	@juad1986m-word#@juad1986m#2064.539#2064.85
196	ùàñ	ñåé÷àñ	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2064.85#2065.161
197	áóäåò	áûòü	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2065.161#2065.472
198	íîâàÿ	íîâûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2065.472#2065.783
199	âëàñòü	âëàñòü	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2065.783#2066.094
200	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2066.094#2066.405
201	÷¸	÷òî	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2066.716#2067.027
202	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2067.027#2067.338
203	âîîáùå	âîîáùå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2067.338#2067.649
204	äîåáàëèñü	äîåáàòüñÿ	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2067.649#2067.96
205	áëèí	áëèí	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2067.96#2068.271
206	àêöèîíèñòû	àêöèîíèñò	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2068.582#2068.893
207	ñðàíûå	ñðàíûé	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2069.204#2069.534
208	íó	íó	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2071.224#2071.642
209	ààà	àà	INTJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2071.642#2072.06
210	ïî	ïî	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2072.478#2072.896
211	ôàêòó	ôàêò	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2072.896#2073.314
212	ïîëó÷àåòñÿ	ïîëó÷àòüñÿ	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2073.314#2073.732
213	÷òî	÷òî	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2073.732#2074.15
214	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2074.15#2074.568
215	òî÷êè	òî÷êà	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2074.568#2074.986
216	çðåíèÿ	çðåíèå	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2074.986#2075.404
217	ñìåíÿåìîñòè	ñìåíÿåìîñòü	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2075.404#2075.822
218	âëàñòè	âëàñòü	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2075.822#2076.24
219	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2076.658#2077.076
220	òî÷êè	òî÷êà	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2077.076#2077.494
221	çðåíèÿ	çðåíèå	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2077.494#2077.912
222	óâàæåíèÿ	óâàæåíèå	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2077.912#2078.33
223	íàñåëåíèÿ	íàñåëåíèå	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2078.33#2078.748
224	êîíå÷íî	êîíå÷íî	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2079.166#2079.584
225	æå	æå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2079.584#2080.002
226	ñòðàíó	ñòðàíà	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2080.002#2080.42
227	ïîñòàâèëè	ñòàâèòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2080.42#2080.838
228	ðàêîì	ðàê	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2080.838#2081.258
229	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2081.914#2082.14
230	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2082.14#2082.366
231	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2082.366#2082.592
232	ïîêàçàëè	ïîêàçàòü	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2082.592#2082.818
233	ÿ	ÿ	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2082.818#2083.044
234	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2083.044#2083.27
235	çíàþ	çíàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2083.27#2083.496
236	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2083.722#2083.948
237	âû	âû	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2083.948#2084.174
238	âêëàäûâàëè	âêëàäûâàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2084.174#2084.4
239	èëè	èëè	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2084.4#2084.626
240	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2084.626#2084.852
241	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2084.852#2085.086
242	íî	íî	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2085.431#2086.155
243	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2086.551#2086.953
244	âñ¸	âåñü	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2086.953#2087.355
245	èñêóññòâî	èñêóññòâî	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2087.355#2087.758
246	ïî	ïî	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2087.827#2088.171
247	èñêóññòâó	èñêóññòâî	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2088.171#2088.515
248	âîïðîñîâ	âîïðîñ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2088.515#2088.859
249	íåò	íåò	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2088.859#2089.206
250	âîïðîñ	âîïðîñ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2089.396#2089.78
251	äðóãîé	äðóãîé	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2089.78#2090.164
252	âîò	âîò	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2090.548#2090.932
253	ýýý	ýýý	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2090.932#2091.316
254	ììì	ìì	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2091.316#2091.7
255	íèêàêèõ	íèêàêîé	DET	_	Case=Gen|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2092.084#2092.468
256	âîïðîñîâ	âîïðîñ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2092.468#2092.852
257	ê	ê	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2092.852#2093.236
258	òåáå	òû	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2093.236#2093.62
259	ê	ê	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2093.879#2094.093
260	ý	ýðà	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2094.093#2094.307
261	ê	ê	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2094.307#2094.521
262	òîìó	òî	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2094.521#2094.735
263	÷òî	÷òî	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2094.735#2094.949
264	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2094.949#2095.163
265	áåðåìåííàÿ	áåðåìåííûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2095.163#2095.377
266	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2095.377#2095.591
267	íà	íà	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2095.591#2095.805
268	äåâÿòîì	äåâÿò	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2095.805#2096.019
269	êàæåòñÿ	êàçàòüñÿ	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2096.019#2096.233
270	ìåñÿöå	ìåñÿö	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2096.233#2096.447
271	äà	äà	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2096.661#2096.875
272	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2096.875#2097.089
273	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2097.303#2097.517
274	òðàõàåøüñÿ	òðàõàòüñÿ	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2097.731#2097.945
275	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2097.945#2098.159
276	ñ	ñ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2098.159#2098.373
277	Ïåòåé	Ïåòÿ	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2098.373#2098.603
278	íî	íî	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2098.948#2099.271
279	âåäü	âåäü	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2099.594#2099.917
280	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2099.917#2100.24
281	æå	æå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2100.24#2100.563
282	íåâîëüíàÿ	íåâîëüíûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2100.563#2100.886
283	ó÷àñòíèöà	ó÷àñòíèöà	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2100.886#2101.209
284	àêöèè	àêöèÿ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2101.209#2101.534
285	ýòî	ýòî	PRON	_	_	_	_	_	@juad1986m-word#@juad1986m#2102.061#2102.397
286	òâîÿ	òâîé	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2102.397#2102.733
287	äî÷ü	äî÷ü	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2102.733#2103.069
288	êîòîðàÿ	êîòîðûé	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2103.137#2103.39
289	ó	ó	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2103.39#2103.643
290	òåáÿ	òû	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2103.643#2103.896
291	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2103.896#2104.149
292	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2104.149#2104.402
293	ïóçå	ïóçà	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2104.402#2104.655
294	â	â	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2104.655#2104.908
295	òîò	òîò	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2104.908#2105.161
296	ìîìåíò	ìîìåíò	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2105.161#2105.414
297	íàõîäèëàñü	íàõîäèòüñÿ	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2105.414#2105.672
298	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2106.137#2106.472
299	ñàìà	ñàì	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2106.472#2106.807
300	ñäåëàëà	äåëàòü	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2106.807#2107.142
301	âûáîð	âûáîð	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2107.142#2107.477
302	ó÷àñòâîâàòü	ó÷àñòâîâàòü	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2107.812#2108.147
303	òàì	òàì	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2108.147#2108.482
304	íî	íî	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2108.655#2108.951
305	äî÷ü	äî÷ü	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2108.951#2109.247
306	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2109.247#2109.543
307	äåëàëà	äåëàòü	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2109.543#2109.839
308	æå	æå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2109.839#2110.135
309	âûáîð	âûáîð	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2110.135#2110.431
310	ðàçâå	ðàçâå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2110.569#2110.836
311	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2110.836#2111.103
312	ïðàâèëüíî	ïðàâèëüíûé	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@juad1986m-word#@juad1986m#2111.103#2111.37
313	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2111.37#2111.637
314	[íðçá]	[íðçá]	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2112.086#2112.672
315	íåò	íåò	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2114.414#2114.72
316	ìåíÿ	ÿ	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2114.72#2115.026
317	ñìóùàåò	ñìóùàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2115.026#2115.332
318	òî	òî	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2115.332#2115.638
319	÷òî	÷òî	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2115.638#2115.944
320	êàê	êàê	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2116.25#2116.556
321	áû	áû	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2116.556#2116.862
322	îíà	îíà	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2116.862#2117.168
323	ïðèñóòñòâóåò	ïðèñóòñòâîâàòü	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2117.168#2117.474
324	ïðè	ïðè	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2117.474#2117.78
325	âîò	âîò	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2117.78#2118.086
326	ýòîé	ýòîò	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2118.086#2118.392
327	àêöèè	àêöèÿ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2118.392#2118.698
328	êîòîðàÿ	êîòîðûé	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2119.004#2119.31
329	äèêîâàòà	äèêîâàòûé	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@juad1986m-word#@juad1986m#2119.31#2119.616
330	ïî	ïî	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2119.616#2119.922
331	ñâîåìó	ñâîé	DET	_	Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2119.922#2120.228
332	èñïîëíåíèþ	èñïîëíåíèå	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2120.228#2120.534
333	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2121.293#2121.551
334	îíà	îíà	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2121.551#2121.809
335	íå	íå	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2121.809#2122.067
336	äåëàëà	äåëàòü	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2122.067#2122.325
337	ýòîò	ýòîò	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2122.325#2122.583
338	âûáîð	âûáîð	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2122.583#2122.841
339	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2123.099#2123.357
340	íåâîëüíî	íåâîëüíî	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2123.357#2123.615
341	å¸	îíà	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2123.615#2123.873
342	òóäà	òóäà	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2123.873#2124.131
343	çàòàùèëà	òàùèòü	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2124.131#2124.396
344	àêöèè	àêöèÿ	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2132.545#2132.914
345	ïðîòèâ	ïðîòèâ	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2132.914#2133.283
346	ìåíòîâñêîãî	ìåíòîâñêèé	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2133.283#2133.652
347	íàñèëèÿ	íàñèëèå	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2133.652#2134.021
348	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2134.39#2134.759
349	àêöèè	àêöèÿ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2134.759#2135.128
350	ãäå	ãäå	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2135.128#2135.497
351	òû	òû	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2135.497#2135.866
352	ãîëàÿ	ãîëûé	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2135.866#2136.241
353	è	è	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2136.396#2136.74
354	òðàõàåøüñÿ	òðàõàòüñÿ	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2136.74#2137.084
355	ïîä	ïîä	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2137.428#2137.772
356	êàìåðû	êàìåðà	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2137.772#2138.116
357	ýòî	ýòî	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2138.116#2138.46
358	ðàçíûå	ðàçíûé	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2138.46#2138.804
359	âåùè	âåùü	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2138.804#2139.155
360	óãó	óãà	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1838.441#1839.24
361	ììì	ìì	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1840.5#1842.058
362	ñ	ñ	ADP	_	_	_	_	_	@nat1989f-word#@nat1989f#1842.446#1842.758
363	øåñòíàäöàòîãî	øåñòíàäöàòûé	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1842.758#1843.07
364	ãîäà	ãîä	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1843.07#1843.383
365	äà	äà	CCONJ	_	_	_	_	_	@nat1989f-word#@nat1989f#1844.723#1845.013
